complaint_id,date_received,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings,complainant_sex,complainant_race,general_cap_classification,summary,complainant_age,district_occurrence
15-0791,12/31/2015,90889131,white,male,0200 02ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 1-23-14 at 3:44pm, they did not receive proper service from an officer assigned to the 2nd District.",80,200
19-0102,3/14/2019,82731611,white,male,1400 14TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 3-11-19 at 1:58 AM, they were physically abused and falsely arrested, along with being treated unprofessionally by officers assigned to the 14th District.",37,1400
19-0631,12/2/2019,50953485,black,female,5200 TRAFFIC DISTRICT,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,male,black,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 11-24-19 at 8:42 PM, they were improperly issued a parking ticket by an officer assigned to the Traffic District within the confines of the 22nd District.",,2200
16-0537,11/2/2016,84317075,white,male,2400 24TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 10-20-16 at 7:40pm, they were improperly stopped and physically abused by officers assigned to the 24th District.",35,2400
17-0346,7/3/2017,31156465,latino,female,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-12-17 at 5:45pm, their vehicle was improperly searched by officers assigned to the 35th District.",30,3500
19-0659,12/17/2019,86318132,white,female,6702 SPECIAL VICTIMS UNI,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-10-19, they did not receive proper service from a lieutenant and a detective assigned to the Special Victims Unit.",,2500
19-0181,4/25/2019,31734449,white,male,5300 HIGHWAY PATROL,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-20-19 at 11:00 PM, they were improperly stopped and falsely detained by unknown officers in the confines of the 22nd District.",45,2200
18-0111,3/15/2018,90705110,black,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-18 at 8:45pm, they were verbally abused and falsely detained by officers assigned to the 35th District.",20,3900
19-0667,12/27/2019,77394830,white,female,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,female,black,VERBAL ABUSE,"According to the complainant, on 12-22-19 at 8:00 PM, they were verbally abused by officers assigned to the 35th District.",22,3500
15-0519,9/2/2015,63360139,white,male,2600 26TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,white,VERBAL ABUSE,"According to the complainant, on 8-16-15 at 4:15am, they were verbally abused by an unknown 26th District officer.",34,2600
20-0144,3/25/2020,68003923,latino,male,2500 25TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-20-20 at 3:45 PM, they were treated unprofessionally and improperly detained by officers assigned to the 25th District.",27,2500
19-0599,11/13/2019,39548990,black,male,1200 12TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-11-19 at 11:00 AM, they were treated unprofessionally by an officer and a supervisor while in the confines of the 12th District.",54,1200
19-0313,7/2/2019,17188722,white,male,0900 09TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,white,PHYSICAL ABUSE,"According to the complainant, on 6-27-19 at 5:10 PM, they were physically abused by officers assigned to the 9th District.",25,900
20-0202,5/14/2020,76749727,white,male,1500 15TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-5-20 at 8:26 PM and on two other occasions, departmental policies were violated by officers assigned to the 15th District.",38,1500
16-0022,1/15/2016,23944970,latino,male,0600 06TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 12-13-15 at 6:30pm, they did not receive proper service from officers assigned to the 6th District.",46,600
19-0074,2/26/2019,79803583,white,male,1600 16TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-22-19 at 9:51am, they had their constitutional rights violated by a corporal assigned to the 16th District.",29,1600
19-0600,11/14/2019,35134546,white,male,1400 14TH DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,female,white,HARASSMENT,"According to the complainant, on 11-9-19 at 12:00 AM, they were harassed by off duty officers assigned to the 14th District, within the confines of the 8th District.",54,800
17-0228,5/11/2017,52159234,white,male,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,PHYSICAL ABUSE,"According to the complaint, on 5-6-17, at 11:15am, they were physically abused by an unknown officer. This incident occurred in the confines of the 15th District.",32,1500
20-0022,1/17/2020,88548356,black,female,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,female,black,HARASSMENT,"According to the complainant, on 12-16-19 at 9:39 AM, they were verbally abused and harassed by an off duty officer within the confines of the 35th District.",37,3500
15-0496,8/27/2015,86631414,white,male,1800 18TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,white,VERBAL ABUSE,"According to the complainant, on 8-15-15 at 10:50am, they were verbally abused by an unknown 18th District officer.",31,1800
17-0188,4/24/2017,83770162,white,male,2500 25TH DISTRICT,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,male,latino,CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",47,2500
17-0252,5/24/2017,17088472,latino,male,1700 17TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,white,PHYSICAL ABUSE,"According to the complainant, on 5-17-17 at 9:30pm, they were verbally abused and threatened by an officer assigned to the 17th District.",37,1700
18-0071,2/23/2018,80680944,latino,male,1700 17TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-18-18 at 1:40am, they were treated unprofessionally by an officer assigned to the 17th District.",31,1700
18-0517,10/25/2018,35272733,white,male,0200 02ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 10-2-18 at 5:35pm, they were treated unprofessionally by officers assigned to the 15th District.",53,1500
19-0256,5/29/2019,28274442,black,female,1200 12TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-19-19 at 1:30 AM, their property was improperly seized by officers assigned to the 12th District.",47,1200
17-0398,8/2/2017,83128835,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 7-26-17 at 4:00am, they were falsely detained and physically abused by an officer assigned to the 35th District.",21,200
18-0016,1/16/2018,70436708,white,male,4500 CENTER CITY DISTRIC,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 11-16-17 at 9:15am, they did not receive proper service from officers assigned to the Center City District.",25,600
17-0552,11/1/2017,83128835,white,male,3500 35TH DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 10-29-17 at 2:00am, they were verbally and physically abused by officers assigned to the 35th District.",35,3500
18-0096,3/8/2018,60319330,white,male,1400 14TH DISTRICT,VERBAL ABUSE,Sustained Finding,Training/Counseling,male,black,PHYSICAL ABUSE,"According to the complainant, on 2-28-18 at 7:20pm, they were harassed ,physically, and verbally abused by an officer assigned to the 14th District.",28,1400
16-0035,1/27/2016,71920892,white,male,0200 02ND DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,female,black,LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",52,2200
20-0056,2/10/2020,91758424,black,male,0500 05TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-6-20 at 10:00 PM, they were falsely arrested by officers assigned to the 5th District.",21,500
19-0382,8/8/2019,50050889,black,male,6500 SOUTHWEST DET,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-31-19 at 6:30 AM, unknown officers did not follow proper police procedure within the confines of the 19th District.",48,1900
18-0446,9/14/2018,83286592,white,male,3900 39TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-8-18 at 10:00am, they were racially profiled by officers assigned to the 39th District.",26,3900
19-0609,11/18/2019,53465062,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 11-12-19 at 6:30 PM, they were physically and verbally abused by officers assigned to the 14th District.",60,2800
19-0248,5/22/2019,86603776,white,male,5300 HIGHWAY PATROL,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-18-19 at 7:00 PM, they were verbally abused, improperly stopped and searched by officers within the confines of the 15th District.",23,1500
17-0498,10/3/2017,78972055,white,male,0600 06TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-23-17 at 7:50pm, they were improperly detained and treated unprofessionally by an officer assigned to the 6th District.",50,600
19-0314,7/2/2019,61891061,black,male,1900 19TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 6-27-19 at 5:00 PM, they were physically and verbally abused, by officers assigned to the 19th District.",26,1900
17-0644,12/29/2017,19545633,latino,male,3500 35TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 12-23-17 at 4:22pm, they were falsely arrested and physically abused by officers assigned to the 35th District.",27,3500
19-0671,12/30/2019,68262960,white,female,0100 01ST DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,black,SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 4-5-18, they were indecently touched by an officer assigned to the 1st District.",33,100
19-0567,11/1/2019,95972711,white,male,0200 02ND DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,,PHYSICAL ABUSE,"According to the complainant, on 10-24-19 at 6:00 PM, they were physically abused and had their property damaged by officers assigned to the 2nd District.",,200
19-0510,10/7/2019,77123090,black,female,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-2-19 at 5:29 PM, their property was not returned to them and they were treated unprofessionally by an officer assigned to the 39th District.",26,3900
16-0304,6/22/2016,73738786,black,male,2200 22ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 6-13-16 at 4:30pm, they did not receive proper service from an officer assigned to the 22nd District.",102,6600
16-0013,1/13/2016,,,,,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,female,black,CRIMINAL ALLEGATION,"According to the complainant, on 1-6-16 at 2:55pm, property is missing after officers searched their home. This incident occurred within the confines of the 15th District.",46,1500
19-0107,3/15/2019,15916368,white,male,1400 14TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-10-19 at 6:30 PM, they were physically abused and improperly searched by officers assigned to the 14th District.",,2800
16-0196,4/20/2016,10093271,white,male,5200 TRAFFIC DISTRICT,SEXUAL CRIME/MISCONDUCT,No Sustained Findings,Not Applicable,female,white,HARASSMENT,"According to the complainant, on 1-24-16 at 3:52pm, they were harassed by an officer assigned to the Traffic District. This incident occurred in the confines of the 3rd District.",,300
19-0453,9/11/2019,32632581,black,male,3900 39TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-9-19, they reported corruption they viewed on a YouTube video, in the confines of the 39th District.",,3900
16-0274,6/7/2016,79645654,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 5-31-16 at 12:00pm, they were verbally abused by and did not receive proper service from an officer assigned to the 14th District.",56,1400
19-0146,4/9/2019,19466153,white,male,1600 16TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 4-6-19 at 5:40 PM, they were verbally abused by officers assigned to the 16th and 18th Districts.",31,1600
16-0359,7/28/2016,62274209,white,male,9812 INTERNAL INVEST ADM,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,HARASSMENT,"According to the complainant, an officer assigned to the Community Relations Unit intentionally falsified and distributed departmental records.",,600
16-0531,10/31/2016,44749643,white,male,4500 CENTER CITY DISTRIC,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,white,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-19-16, they were treated unprofessionally by an officer assigned to the Center City District.",,600
17-0179,5/3/2017,31104623,white,male,0200 02ND DISTRICT,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,male,black,NON-INVESTIGATORY INCIDENT,"According to the complainants, on 4-9-17 at 1:56am, an officer assigned to the 2nd District, falsified information to arrest them.",26,200
20-0039,1/28/2020,97404024,latino,male,2200 22ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 1-25-20 at 11:24 AM, they did not receive proper service from unknown supervisors and officers assigned to the 22nd District.",55,2200
18-0175,4/10/2018,63394815,latino,female,2600 26TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-7-18 at 1:00pm, a sergeant assigned to the 26th District abused their power as a police officer and did not follow proper police procedure.",42,2600
16-0428,9/6/2016,63296625,black,female,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,PHYSICAL ABUSE,"According to the complainant, on 8-29-16 at 6:55pm, they were verbally and physically abused by an officers assigned to the 35th District.",39,3500
19-0465,9/17/2019,17649118,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,PHYSICAL ABUSE,"According to the complainant, on 9-12-19 at 5:00 PM, they did not receive proper service and were treated unprofessionally by officers assigned to the 35th District, who also used excessive force when stopping a relative.",39,3500
17-0081,2/23/2017,44857103,white,male,2400 24TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainant, on 2-12-17 at 2:10am, they were physically and verbally abused by officers assigned to the 24th District.",30,2500
18-0621,12/31/2018,24634878,white,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,female,black,HARASSMENT,"According to the complainants, on 12-27-18 at 8:40pm, they were harassed and their vehicle was illegally searched by officers assigned to the 17th District.",33,2500
18-0502,10/19/2018,91929056,white,male,1900 19TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 10-14-18 at 8:00pm, they were verbally abused by an officer assigned to the 14th District.",25,1400
17-0266,5/30/2017,25831186,white,male,2500 25TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 5-11-17, their juvenile family member was physically abused by an off duty officer assigned to the 25th District. The incident occurred in the confines of the 22nd District.",188,10000
18-0580,11/30/2018,80472547,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",57,2200
16-0259,5/26/2016,39924413,white,male,6500 SOUTHWEST DET,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-15-16 at 5:58pm, they were harassed and their property was damaged by a detective assigned to Southwest Detective Division.",42,1900
18-0296,6/21/2018,39429170,white,male,0800 08TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 6-19-18 at 1:19am, they did not receive proper service from officers assigned to the 8th District.",23,800
18-0003,1/4/2018,67527219,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-27-17 at 4:05pm, they were treated unprofessionally by officers assigned to the 14th District.",42,1400
18-0385,8/10/2018,58099405,white,female,6400 NORTHEAST DET,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-18 at 4:00pm, a detective assigned to Northeast Detective Division did not follow proper police procedure.",17,1500
20-0036,1/24/2020,72517415,white,male,2200 22ND DISTRICT,VERBAL ABUSE,Sustained Finding,Pending,female,black,LACK OF SERVICE,"According to the complainant, on 1-23-20 at 5:00 AM, they did not receive proper service and were verbally abused by an officer assigned to the 22nd District.",37,2200
17-0037,2/1/2017,15168954,latino,male,9828 CRIMINAL INTEL UNT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-21-16 at 12pm, they were being harassed by officers assigned to the 8th District officers.",44,800
19-0609,11/18/2019,40641786,white,female,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 11-12-19 at 6:30 PM, they were physically and verbally abused by officers assigned to the 14th District.",30,1400
16-0075,2/18/2016,28412629,black,female,1200 12TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 1-13-16 at 5:50pm, they were harassed by officers assigned to the 12th District.",25,1200
15-0685,11/18/2015,93254281,black,male,2200 22ND DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, in of February, 2015, they were physically abused by officers assigned to the 22nd District.",28,2200
16-0503,10/11/2016,37864305,latino,male,4923 RADIO ROOM,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 10-6-16 at 2:17am, officers assigned to the 14th District and the 911 call taker were rude to them.",57,1400
17-0193,4/25/2017,92961770,black,male,2200 22ND DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-14-17 at 5pm, departmental policies were violated by a sergeant assigned to the 22nd District.",55,2200
17-0355,7/12/2017,99280626,black,male,0800 08TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainant, on 6-16-17 at 7:30pm, their residence was improperly entered by officers assigned to the 8th District.",44,800
19-0065,2/20/2019,69336015,white,male,1600 16TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,,UNPROFESSIONAL CONDUCT,"According to the complainants, on 2-14-19 at 10:07pm, they were harassed and an officer assigned to the 16th District abused their authority.",,1600
15-0523,9/2/2015,72571489,white,male,0900 09TH DISTRICT,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 8-28-15 at 3:40pm, an off-duty officer assigned to the 9th District, intentionally struck their vehicle. This incident occurred in the confines of the 6th district.",44,600
18-0140,3/29/2018,81006757,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-24-18 at 10:00am, proper police procedures were not followed by an officer assigned to the 22nd District.",41,2200
19-0242,5/21/2019,36544916,black,male,1800 18TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainants, on 5-15-19 at 6:17 AM, unknown officers and detectives did not follow proper police procedures and treated them unprofessionally within the confines of the 18th District.",32,1800
16-0132,3/15/2016,47524892,white,male,1400 14TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-12-16 at 8:07pm, they were treated unprofessionally by officers assigned to the 14th District.",54,1400
15-0732,12/8/2015,29664213,white,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-15 at 7:00pm, they were harassed by an officer assigned to the 19th District.",66,3800
19-0366,7/26/2019,45856172,white,male,6400 NORTHEAST DET,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,female,,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",42,1500
20-0053,2/6/2020,77748281,white,male,1500 15TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 2-7-19 at 2:00 PM, they were treated unprofessionally and did not receive proper service from an officer while in the confines of the 25th District.",67,2500
15-0565,10/5/2015,96497651,white,male,7402 NARCOTICS STRIKE FO,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,female,latino,CRIMINAL ALLEGATION,"According to complainant, on 09-19-15, money was improperly taken from their residence by member of the Narcotics Strike Force. This incident occurred in the confines of the 14th District.",49,2400
19-0528,10/16/2019,18892804,white,male,6400 NORTHEAST DET,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 8-18-19 at 8:00 AM, they did not receive proper service from a detective assigned to the Northeast Detective Division.",39,200
20-0251,6/8/2020,62819063,black,male,2200 22ND DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,black,LACK OF SERVICE,"According to the complainant, on 12-8-19, they did not receive proper service from an officer assigned to the 22nd District.",33,2600
15-0511,8/31/2015,89909459,latino,female,2600 26TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-22-15 at 4:10am, they were improperly stopped and their vehicle improperly searched by an officers assigned to the 26th District.",45,2600
19-0053,2/12/2019,90665971,latino,female,0500 05TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Guilty Finding,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-19 at 9:30am, they did not receive proper service from an officer assigned to the 5th district.",27,500
19-0646,12/5/2019,71514570,white,male,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,white,CRIMINAL ALLEGATION,"According to the complainant, on 11-26-19 at 9:10 PM, an officer assigned to the 15th District, violated departmental policy.",86,3000
19-0380,8/8/2019,72965280,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",46,3900
15-0708,12/1/2015,33091432,white,male,5861 CANINE UNIT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-18-15 at 12:00pm, officers and supervisors, assigned to Canine, violated departmental policies.",,800
16-0536,11/1/2016,37665178,white,female,0200 02ND DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-25-16 at 2:46pm, they were harassed by officers assigned to the 2nd District.",47,200
19-0125,3/25/2019,31547853,white,male,0600 06TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,,LACK OF SERVICE,"According to the complainant, on 3-11-19, they did not receive proper service from an officer while in the confines of the 3rd District.",,300
19-0053,2/12/2019,90665971,latino,female,0500 05TH DISTRICT,UNPROFESSIONAL CONDUCT,Sustained Finding,Guilty Finding,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-19 at 9:30am, they did not receive proper service from an officer assigned to the 5th district.",27,500
18-0072,2/21/2018,75318757,black,male,1200 12TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainant, on 2-18-18 at 5:51pm, they were physically abused and falsely arrested by officers assigned to Highway Patrol.",,2500
17-0464,9/25/2017,59385492,white,female,5602 NEIGHBORHOOD SERV U,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,male,latino,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 9-1-17 at 3:00pm, proper police procedures were not followed by an officer assigned to Narcotics Strike Force. This incident occurred in the confines of the 2nd District.",47,200
18-0187,4/19/2018,11370603,white,male,2200 22ND DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-25-18 at 9:00pm, they were improperly evicted and did not receive proper service from officers assigned to the 22nd District.",37,2200
17-0629,12/26/2017,29105798,black,male,3500 35TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, they did not receive proper service from an officer assigned to the 35th District.",65,3500
17-0447,9/5/2017,97734472,white,male,1400 14TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 8-26-17 at 5:00pm, proper police service was not provided by a supervisor and officers assigned to the 14th District.",72,1400
18-0246,5/30/2018,34843065,white,male,5300 HIGHWAY PATROL,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-24-18, they were physically abused and harassed by officers assigned to Highway Patrol.",27,2500
17-0063,2/16/2017,55333768,white,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-17 at 12:31am, they were improperly searched by an officer assigned to the 24th District.",35,
16-0282,6/15/2016,29180642,black,male,3500 35TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 6-6-16 at 1:15am, they were verbally abused and threatened by an officer assigned to the 35th District.",30,3500
20-0188,5/7/2020,,,,,INVESTIGATION ONGOING,Pending,Pending,male,,LACK OF SERVICE,"According to the complainant, on 4-28-20 at 10:00 AM, they did not receive proper service and were verbally abused by officers while in the confines of the 19th District.",51,1900
